ギア,ギア,1290,1290,95,-9.0986
ギイン,議員,1285,1285,125,-8.8679
ギオン,祇園,1293,1293,311,-10.1920
ギカイ,議会,1285,1285,13,-9.2795
ギコチ,ぎこち,1284,1284,268,-9.1461
ギシキ,儀式,1285,1285,199,-10.1768
ギジュツ,技術,1285,1285,351,-7.8466
ギジュツシャ,技術者,1288,1288,281,-9.9390
ギジュツヲ,技術を,1285,156,17,-10.1427
ギセイ,犠牲,1285,1285,282,-9.9334
ギセイシャ,犠牲者,1288,1288,490,-10.1773
ギセキ,議席,1285,1285,125,-10.0258
ギター,ギター,1285,1285,132,-9.2029
ギチョウ,議長,1285,1285,215,-9.9931
ギフ,岐阜,1293,1293,473,-8.6994
ギフケン,岐阜県,1293,1293,397,-8.5282
ギフシ,岐阜市,1293,1293,18,-10.1817
ギミ,気味,1298,1298,48,-8.5355
ギミック,ギミック,1289,1289,26,-9.1924
ギム,義務,1285,1285,455,-9.3004
ギモン,疑問,1287,1287,468,-7.3228
ギャクサツ,虐殺,1283,1283,490,-10.0803
ギャクタイ,虐待,1283,1283,243,-9.7045
ギャクテン,逆転,1283,1283,63,-9.4166
ギャクニ,逆に,1285,151,17,-8.5454
ギャップ,ギャップ,1285,1285,351,-10.1309
ギュウニュウ,牛乳,1285,1285,75,-9.9156
ギュット,ぎゅっと,1281,1281,54,-10.0486
ギョ,ぎょ,3,3,78,-8.7888
ギョウカイ,業界,1285,1285,378,-8.7363
ギョウカイダンタイ,業界団体,1292,1292,378,-9.8265
ギョウシャ,業者,1285,1285,378,-9.3743
ギョウジ,行事,1285,1285,224,-9.9224
ギョウセイ,行政,1285,1285,265,-8.9911
ギョウセイクカク,行政区画,1288,1288,13,-10.0874
ギョウセキ,業績,1285,1285,356,-9.9010
ギョウム,業務,1285,1285,486,-8.4982
ギョウレツ,行列,1283,1283,447,-9.8018
ギョライ,魚雷,1285,1285,320,-10.1651
ギライ,嫌い,1298,1298,66,-8.9663
ギリ,切り,1298,1298,60,-9.4381
ギリギリ,ギリギリ,1287,1287,48,-8.1654
ギリギリ,ぎりぎり,1282,1282,317,-9.6138
ギリシア,ギリシア,1294,1294,359,-8.0913
ギリシャ,ギリシャ,1294,1294,240,-7.7469
ギル,ギル,1289,1289,25,-10.1065
ギレ,切れ,1298,1298,268,-9.6650
ギロン,議論,1283,1283,436,-8.2384
ギンコウ,銀行,1285,1285,378,-9.1247
ギンザ,銀座,1293,1293,311,-8.2495
